"Burbank"
"Building Documents"
"Download generated on 08/17/2026"
"https://ccpa.burbankca.gov/PublicAccess/cq-search/index.html"

Street No,Street Direction,Street Name,Permit No,Permit Type,Date Issued
1153,N,PARISH PL,BS2602908,ELECTRICAL SERVICE,3/26/2026
2333,N,CATALINA ST,BS2602868,ELECTRICAL SERVICE,3/25/2026
1521,,GRISMER AVE,BS2602896,PLUMBING,3/25/2026
1913,N,PASS AVE,BS2602887,SINGLE-FAMILY REPAIR / MAINTENANCE,3/25/2026
2300,N,KEYSTONE ST,BS2502713,POOL/SPA,3/25/2026
400,,TUFTS AVE,BS2602880,SINGLE-FAMILY REPAIR / MAINTENANCE,3/25/2026
713,,STANFORD RD,BS2602879,PLUMBING,3/25/2026
3300,W,OLIVE AVE,BS2510907,MECHANICAL,3/25/2026
3300,W,OLIVE AVE,BS2510902,MECHANICAL,3/25/2026
2777,N,ONTARIO ST,BS2602808,SITEWORK,3/25/2026
500,S,BUENA VISTA ST,BS2602866,COMMERCIAL REPAIR AND MAINTENANCE,3/25/2026
923,N,FREDERIC ST,BS2509118,ACCESSORY DWELLING UNIT,3/25/2026
3800,W,ALAMEDA AVE,BS2602895,ELECTRICAL,3/25/2026
449,S,SAN FERNANDO BLVD,BS2602889,ELECTRICAL,3/25/2026
1042,,WALNUT AVE,BS2602892,POOL/SPA,3/25/2026
1121,N,MAPLE ST,BS2507832,ACCESSORY DWELLING UNIT,3/25/2026
1121,N,MAPLE ST,BS2602891,ELECTRICAL SERVICE,3/25/2026
1121,N,MAPLE ST,BS2507831,SINGLE-FAMILY ADDITION / ALTERATION,3/25/2026
824,,FAIRMOUNT RD,BS2509131,NEW SINGLE-FAMILY DWELLING,3/25/2026
1129,N,BUENA VISTA ST,BS2602844,SINGLE-FAMILY REPAIR / MAINTENANCE,3/24/2026
1812,N,BRIGHTON ST,BS2602841,SINGLE-FAMILY REPAIR / MAINTENANCE,3/24/2026
3331,,CLIFDEN LANE,BS2602677,PLUMBING,3/24/2026
2000,N,BUENA VISTA ST,BS2601727,COMMERCIAL REPAIR AND MAINTENANCE,3/24/2026
601,S,GLENOAKS BLVD,BS2602823,SIGN,3/24/2026
519,S,LAKE ST,BS2513188,ACCESSORY DWELLING UNIT,3/24/2026
706,,FAIRMOUNT RD,BS2507112,NEW SINGLE-FAMILY DWELLING,3/24/2026
706,,FAIRMOUNT RD,BS2507109,DEMOLITION,3/24/2026
706,,FAIRMOUNT RD,BS2509404,POOL/SPA,3/24/2026
223,N,AVON ST,BS2309769,ACCESSORY DWELLING UNIT,3/24/2026
830,N,KEYSTONE ST,BS2602809,SINGLE-FAMILY REPAIR / MAINTENANCE,3/24/2026
800,N,BRIGHTON ST,BS2302974,SINGLE-FAMILY ADDITION / ALTERATION,3/24/2026
3221,,WYOMING AVE,BS2602746,SINGLE-FAMILY REPAIR / MAINTENANCE,3/23/2026
525,,BETHANY RD,BS2513146,PLUMBING,3/23/2026
717,N,VALLEY ST,BS2602775,ELECTRICAL SERVICE,3/23/2026
210,N,FLORENCE ST,BS2601425,ELECTRICAL SERVICE,3/23/2026
2827,N,HOLLYWOOD WAY,BS2511898,NEW COMMERCIAL STRUCTURE,3/23/2026
324,N,NIAGARA ST,BS2602744,SINGLE-FAMILY REPAIR / MAINTENANCE,3/23/2026
105,,EVERGREEN ST,BS2602742,SINGLE-FAMILY REPAIR / MAINTENANCE,3/23/2026
1429,N,HOLLYWOOD WAY,BS2602769,ELECTRICAL,3/23/2026
2304,N,NAOMI ST,BS2602763,ELECTRICAL,3/23/2026
1415,W,CLARK AVE,BS2602759,MECHANICAL,3/23/2026
320,S,REESE PL,BS2602743,ELECTRICAL SERVICE,3/23/2026
400,,RIVERSIDE DR,BS2602754,MULTI-FAMILY REPAIR AND MAINTENANCE,3/23/2026
1249,,LOCKHEED VIEW DR,BS2510767,COMMERCIAL TENANT IMPROVEMENT,3/23/2026
503,E,TUJUNGA AVE,BS2602770,ELECTRICAL,3/23/2026
1732,,KEELER ST,BS2601756,ACCESSORY DWELLING UNIT,3/20/2026
1732,,KEELER ST,BS2601755,DEMOLITION,3/20/2026
620,N,HOLLYWOOD WAY,BS2507282,MULTI-FAMILY REPAIR AND MAINTENANCE,3/20/2026
411,S,MARIPOSA ST,BS2602716,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2026
500,S,BUENA VISTA ST,BS2410060,COMMERCIAL REPAIR AND MAINTENANCE,3/20/2026
500,S,BUENA VISTA ST,BS2410061,MECHANICAL,3/20/2026
500,S,BUENA VISTA ST,BS241021,MECHANICAL,3/20/2026
500,S,BUENA VISTA ST,BS2410121,ELECTRICAL,3/20/2026
500,S,BUENA VISTA ST,BS2410086,PLUMBING,3/20/2026
141,N,KENWOOD ST,BS2602700,MULTI-FAMILY REPAIR AND MAINTENANCE,3/20/2026
541,N,SIXTH ST,BS2602698,MULTI-FAMILY REPAIR AND MAINTENANCE,3/20/2026
3029,,TRUDI LANE,BS2602315,MECHANICAL,3/20/2026
1430,,CLYBOURN AVE,BS2602709,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2026
641,S,GRIFFITH PARK DR,BS2602704,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2026
540,N,BEACHWOOD DR,BS2510602,SINGLE-FAMILY ACCESSORY BUILDING,3/20/2026
540,N,BEACHWOOD DR,BS2602706,ELECTRICAL SERVICE,3/20/2026
3307,W,MAGNOLIA BLVD,BS2602703,PLUMBING,3/20/2026
2918,,JOLLEY DR,BS2602699,ELECTRICAL SERVICE,3/20/2026
2137,N,BRIGHTON ST,BS2602702,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2026
542,N,BEACHWOOD DR,BS2510737,ACCESSORY DWELLING UNIT,3/20/2026
1117,N,ROSE ST,BS2602701,SINGLE-FAMILY REPAIR / MAINTENANCE,3/20/2026
535,,ANDOVER DR,BS2602715,SOLAR,3/20/2026
1722,,LANDIS ST,BS2511607,SINGLE-FAMILY ADDITION / ALTERATION,3/19/2026
2334,N,REESE PL,BS2602674,ELECTRICAL SERVICE,3/19/2026
114,S,LAMER ST,BS2602672,SOLAR,3/19/2026
114,S,LAMER ST,BS2602659,SOLAR,3/19/2026
3029,,TRUDI LANE,BS2602669,SINGLE-FAMILY ADDITION / ALTERATION,3/19/2026
1710,,PEYTON AVE,BS2602657,MULTI-FAMILY REPAIR AND MAINTENANCE,3/19/2026
710,,ROSELLI ST,BS2602652,PLUMBING,3/19/2026
509,S,FLOWER ST,BS2505031,COMMERCIAL TENANT IMPROVEMENT,3/19/2026
506,S,SPARKS ST,BS2602676,DEMOLITION,3/19/2026
1000,N,KENNETH RD,BS2507596,POOL/SPA,3/19/2026
1000,N,KENNETH RD,BS2508203,SITEWORK,3/19/2026
3300,W,OLIVE AVE,BS2602654,ELECTRICAL,3/19/2026
3300,W,OLIVE AVE,BS2602653,ELECTRICAL,3/19/2026
341,N,FAIRVIEW ST,BS2602617,ELECTRICAL SERVICE,3/18/2026
2317,W,MAGNOLIA BLVD,BS2602597,SIGN,3/18/2026
1500,N,LIMA ST,BS2602612,MEP COMBO,3/18/2026
2038,N,FREDERIC ST,BS2602607,ELECTRICAL SERVICE,3/18/2026
1208,N,CORDOVA ST,BS2602592,MULTI-FAMILY REPAIR AND MAINTENANCE,3/18/2026
629,,GROTON DR,BS2600897,SINGLE-FAMILY ADDITION / ALTERATION,3/18/2026
1071,E,TUJUNGA AVE,BS2602586,ELECTRICAL SERVICE,3/18/2026
501,N,NAOMI ST,BS2602583,ELECTRICAL,3/18/2026
2718,N,LAMER ST,BS2511267,SINGLE-FAMILY ADDITION / ALTERATION,3/18/2026
452,N,LOMITA ST,BS2602558,DEMOLITION,3/18/2026
1320,N,MYERS ST,BS2602584,SINGLE-FAMILY REPAIR / MAINTENANCE,3/18/2026
702,,VIEW DR,BS2505021,ACCESSORY DWELLING UNIT,3/18/2026
1213,N,ORCHARD DR,BS2602549,ELECTRICAL SERVICE,3/17/2026
1737,,PEYTON AVE,BS2602563,MULTI-FAMILY ADDITION AND ALTERATION,3/17/2026
600,,TUFTS AVE,BS2602556,ELECTRICAL SERVICE,3/17/2026
2334,N,REESE PL,BS2602547,ELECTRICAL SERVICE,3/17/2026
1510,N,HOLLYWOOD WAY,BS2602545,ELECTRICAL,3/17/2026
1707,N,BRIGHTON ST,BS2602544,SINGLE-FAMILY REPAIR / MAINTENANCE,3/17/2026
3400,,RIVERSIDE DR,BS2601526,ELECTRICAL,3/17/2026
215,N,NIAGARA ST,BS2602528,PLUMBING,3/17/2026
719,,UCLAN DR,BS2602516,ELECTRICAL SERVICE,3/17/2026
2313,N,NIAGARA ST,BS2602508,ELECTRICAL SERVICE,3/17/2026
313,N,CALIFORNIA ST,BS2602506,ELECTRICAL,3/17/2026
101,S,FIRST ST,BS2600089,ELECTRICAL,3/17/2026
101,S,FIRST ST,BS2511304,COMMERCIAL REPAIR AND MAINTENANCE,3/17/2026
2031,,JOLLEY DR,BS2602552,ELECTRICAL SERVICE,3/17/2026
546,N,KEYSTONE ST,BS2500302,NEW SINGLE-FAMILY DWELLING,3/16/2026
906,,CORNELL DR,BS2602478,SINGLE-FAMILY REPAIR / MAINTENANCE,3/16/2026
2633,N,LAMER ST,BS2602469,SINGLE-FAMILY REPAIR / MAINTENANCE,3/16/2026
2231,N,NIAGARA ST,BS2601570,ELECTRICAL SERVICE,3/16/2026
933,E,ANGELENO AVE,BS2602453,SINGLE-FAMILY REPAIR / MAINTENANCE,3/16/2026
900,N,BUENA VISTA ST,BS2602449,ELECTRICAL SERVICE,3/16/2026
900,N,GLENOAKS BLVD,BS2602445,ELECTRICAL,3/16/2026
442,S,LAMER ST,BS2512548,SINGLE-FAMILY ACCESSORY BUILDING,3/16/2026
548,N,KEYSTONE ST,BS2500303,ACCESSORY DWELLING UNIT,3/16/2026
546,N,KEYSTONE ST,BS2500629,DEMOLITION,3/16/2026
546,N,KEYSTONE ST,BS2602465,ELECTRICAL SERVICE,3/16/2026
546,N,KEYSTONE ST,BS2602464,ELECTRICAL SERVICE,3/16/2026
2324,,HAROLD CIR,BS2602461,SINGLE-FAMILY ADDITION / ALTERATION,3/16/2026
822,E,OLIVE AVE,BS2602447,MECHANICAL,3/16/2026
713,,ANDOVER DR,BS2511178,POOL/SPA,3/16/2026
250,N,FIRST ST,BS2602396,SINGLE-FAMILY REPAIR / MAINTENANCE,3/13/2026
321,E,TUJUNGA AVE,BS2505190,MULTI-FAMILY REPAIR AND MAINTENANCE,3/13/2026
309,,CORNELL DR,BS2511892,MULTI-FAMILY REPAIR AND MAINTENANCE,3/13/2026
337,E,TUJUNGA AVE,BS2505205,MULTI-FAMILY REPAIR AND MAINTENANCE,3/13/2026
345,E,TUJUNGA AVE,BS2505206,MULTI-FAMILY REPAIR AND MAINTENANCE,3/13/2026
1018,N,CATALINA ST,BS2507052,ACCESSORY DWELLING UNIT,3/13/2026
4002,,RIVERSIDE DR,BS2602390,SIGN,3/13/2026
1909,,CHANDLER BLVD,BS2602372,SINGLE-FAMILY ADDITION / ALTERATION,3/12/2026
1827,N,FREDERIC ST,BS2512249,SINGLE-FAMILY ADDITION / ALTERATION,3/12/2026
533,N,CATALINA ST,BS2602363,ELECTRICAL SERVICE,3/12/2026
2706,N,BRIGHTON ST,BS2602353,SINGLE-FAMILY REPAIR / MAINTENANCE,3/12/2026
4226,,MC FARLANE AVE,BS2508102,SINGLE-FAMILY ADDITION / ALTERATION,3/12/2026
3000,,CLYBOURN AVE,BS2510666,COMMERCIAL TENANT IMPROVEMENT,3/12/2026
216,N,BEACHWOOD DR,BS2602369,SINGLE-FAMILY REPAIR / MAINTENANCE,3/12/2026
1013,N,MAPLE ST,BS2602370,MULTI-FAMILY REPAIR AND MAINTENANCE,3/12/2026
3900,W,ALAMEDA AVE,BS2601555,COMMERCIAL TENANT IMPROVEMENT,3/12/2026
3071,N,HOLLYWOOD WAY,BS2512266,SOLAR,3/11/2026
645,,STEPHEN RD,BS2602318,ELECTRICAL SERVICE,3/11/2026
1907,N,KENWOOD ST,BS2505139,ACCESSORY DWELLING UNIT,3/11/2026
1907,N,KENWOOD ST,BS2505140,SINGLE-FAMILY ADDITION / ALTERATION,3/11/2026
3800,W,ALAMEDA AVE,BS2602249,ELECTRICAL,3/11/2026
2109,,MONTEREY AVE,BS2602302,SINGLE-FAMILY REPAIR / MAINTENANCE,3/11/2026
2707,W,BURBANK BLVD,BS2601797,COMMERCIAL REPAIR AND MAINTENANCE,3/11/2026
401,N,PASS AVE,BS2602317,PLUMBING,3/11/2026
401,N,PASS AVE,BS2602307,PLUMBING,3/11/2026
401,N,PASS AVE,BS2602303,PLUMBING,3/11/2026
401,N,PASS AVE,BS2602308,PLUMBING,3/11/2026
401,N,PASS AVE,BS2602305,PLUMBING,3/11/2026
416,,ETON DR,BS2509425,SINGLE-FAMILY ADDITION / ALTERATION,3/11/2026
418,,ETON DR,BS2509420,ACCESSORY DWELLING UNIT,3/11/2026
707,N,MAPLE ST,BS2602311,SINGLE-FAMILY REPAIR / MAINTENANCE,3/11/2026
1910,N,ROSE ST,BS2602306,SINGLE-FAMILY ADDITION / ALTERATION,3/11/2026
2704,W,BURBANK BLVD,BS2511917,PLUMBING,3/11/2026
636,N,PARISH PL,BS2509372,ACCESSORY DWELLING UNIT,3/11/2026
2704,W,BURBANK BLVD,BS2511916,MECHANICAL,3/11/2026
2704,W,BURBANK BLVD,BS2510677,ELECTRICAL,3/11/2026
2704,W,BURBANK BLVD,BS2507315,COMMERCIAL TENANT IMPROVEMENT,3/11/2026
312,S,GLENWOOD PL,BS2602262,SINGLE-FAMILY REPAIR / MAINTENANCE,3/10/2026
1245,N,KENWOOD ST,BS2602282,MULTI-FAMILY REPAIR AND MAINTENANCE,3/10/2026
3000,N,KEYSTONE ST,BS2412466,ACCESSORY DWELLING UNIT,3/10/2026
222,N,CALIFORNIA ST,BS2602271,ELECTRICAL SERVICE,3/10/2026
1324,N,BEACHWOOD DR,BS2601997,DEMOLITION,3/10/2026
528,,VIA MONTANA,BS2602266,SINGLE-FAMILY ADDITION / ALTERATION,3/10/2026
500,S,BUENA VISTA ST,BS2602252,ELECTRICAL,3/10/2026
844,,AMHERST DR,BS2602250,ELECTRICAL SERVICE,3/10/2026
824,,FAIRMOUNT RD,BS2412413,ACCESSORY DWELLING UNIT,3/10/2026
925,,KEMP ST,BS2602244,SINGLE-FAMILY ADDITION / ALTERATION,3/10/2026
2334,N,REESE PL,BS2505603,DEMOLITION,3/10/2026
2334,N,REESE PL,BS2505602,NEW SINGLE-FAMILY DWELLING,3/10/2026
902,E,OLIVE AVE,BS2602259,SINGLE-FAMILY REPAIR / MAINTENANCE,3/10/2026
136,N,LINCOLN ST,BS2602251,MEP COMBO,3/10/2026
3029,,TRUDI LANE,BS2602247,SINGLE-FAMILY REPAIR / MAINTENANCE,3/10/2026
2902,W,VICTORY BLVD,BS2602291,SOLAR,3/10/2026
2713,N,KENNETH RD,BS2602253,SINGLE-FAMILY REPAIR / MAINTENANCE,3/10/2026
1907,N,KENWOOD ST,BS2602220,ELECTRICAL SERVICE,3/9/2026
507,,BETHANY RD,BS2506083,SINGLE-FAMILY ADDITION / ALTERATION,3/9/2026
3108,W,VICTORY BLVD,BS2602226,MULTI-FAMILY REPAIR AND MAINTENANCE,3/9/2026
1015,N,FAIRVIEW ST,BS2602223,SITEWORK,3/9/2026
1843,N,KEYSTONE ST,BS2602218,PLUMBING,3/9/2026
550,S,GLENOAKS BLVD,BS2509872,COMMERCIAL REPAIR AND MAINTENANCE,3/9/2026
1717,W,CLARK AVE,BS2602216,POOL/SPA,3/9/2026
1428,N,NAOMI ST,BS2602214,ELECTRICAL SERVICE,3/9/2026
1136,N,ONTARIO ST,BS2510142,SINGLE-FAMILY ADDITION / ALTERATION,3/9/2026
525,E,MAGNOLIA BLVD,BS2602207,MULTI-FAMILY ADDITION AND ALTERATION,3/9/2026
521,E,PALM AVE,BS2602204,MULTI-FAMILY ADDITION AND ALTERATION,3/9/2026
1537,N,PASS AVE,BS2602201,SINGLE-FAMILY REPAIR / MAINTENANCE,3/9/2026
1616,N,LINCOLN ST,BS2602194,SINGLE-FAMILY REPAIR / MAINTENANCE,3/9/2026
721,N,PARISH PL,BS2602193,SINGLE-FAMILY REPAIR / MAINTENANCE,3/9/2026
487,E,PROVIDENCIA AVE,BS2602183,ELECTRICAL SERVICE,3/9/2026
222,N,CORDOVA ST,BS2602181,ELECTRICAL SERVICE,3/9/2026
1052,E,OLIVE AVE,BS2502182,ACCESSORY DWELLING UNIT,3/9/2026
559,E,PROVIDENCIA AVE,BS2602196,PLUMBING,3/9/2026
720,,MAIN ST,BS2602182,COMMERCIAL REPAIR AND MAINTENANCE,3/9/2026
4000,,WARNER BLVD,BS2512140,ELECTRICAL,3/6/2026
4000,,WARNER BLVD,BS2600380,COMMERCIAL TENANT IMPROVEMENT,3/6/2026
4000,,WARNER BLVD,BS2600981,COMMERCIAL TENANT IMPROVEMENT,3/6/2026
222,N,PARISH PL,BS2602149,SINGLE-FAMILY ADDITION / ALTERATION,3/6/2026
1834,N,MAPLE ST,BS2602078,SINGLE-FAMILY ADDITION / ALTERATION,3/6/2026
629,S,BEL AIRE DR,BS2602147,SINGLE-FAMILY REPAIR / MAINTENANCE,3/6/2026
312,N,BEACHWOOD DR,BS2602131,ELECTRICAL,3/6/2026
820,N,LIMA ST,BS2602130,SINGLE-FAMILY REPAIR / MAINTENANCE,3/6/2026
1505,N,NIAGARA ST,BS2602141,ELECTRICAL SERVICE,3/6/2026
3041,N,HOLLYWOOD WAY,BS2506224,MECHANICAL,3/6/2026
3041,N,HOLLYWOOD WAY,BS2506220,PLUMBING,3/6/2026
3041,N,HOLLYWOOD WAY,BS2504431,COMMERCIAL TENANT IMPROVEMENT,3/6/2026
3041,N,HOLLYWOOD WAY,BS2506223,ELECTRICAL,3/6/2026
140,N,FAIRVIEW ST,BS2602152,ELECTRICAL SERVICE,3/6/2026
1520,,BROADWAY,BS2511980,SINGLE-FAMILY ADDITION / ALTERATION,3/6/2026
400,S,VICTORY BLVD,BS2510287,COMMERCIAL TENANT IMPROVEMENT,3/6/2026
418,W,VALENCIA AVE,BS2602138,ELECTRICAL SERVICE,3/6/2026
2344,N,REESE PL,BS2602137,MECHANICAL,3/6/2026
1110,N,CATALINA ST,BS2602132,SINGLE-FAMILY REPAIR / MAINTENANCE,3/6/2026
2536,N,PARISH PL,BS2508549,SINGLE-FAMILY ADDITION / ALTERATION,3/6/2026
1750,N,AVON ST,BS2510098,ACCESSORY DWELLING UNIT,3/6/2026
1441,N,KEYSTONE ST,BS2511499,NEW SINGLE-FAMILY DWELLING,3/6/2026
4000,,WARNER BLVD,BS2601935,ELECTRICAL,3/6/2026
4000,,WARNER BLVD,BS2600125,ELECTRICAL,3/6/2026
1112,N,CALIFORNIA ST,BS2602156,SOLAR,3/6/2026
527,S,ORCHARD DR,BS2602126,SINGLE-FAMILY REPAIR / MAINTENANCE,3/5/2026
624,,DELAWARE RD,BS2602117,ELECTRICAL SERVICE,3/5/2026
4000,,WARNER BLVD,BS2602105,MECHANICAL,3/5/2026
1030,,GROTON DR,BS2602103,ELECTRICAL SERVICE,3/5/2026
1055,,HARVARD RD,BS2602120,PLUMBING,3/5/2026
1834,N,MAPLE ST,BS2602114,ELECTRICAL SERVICE,3/5/2026
405,N,BEACHWOOD DR,BS2602108,SINGLE-FAMILY ADDITION / ALTERATION,3/5/2026
411,N,HOLLYWOOD WAY,BS2511625,ELECTRICAL,3/5/2026
411,N,HOLLYWOOD WAY,BS2511624,GRADING & SHORING,3/5/2026
3400,,RIVERSIDE DR,BS2601733,ELECTRICAL,3/5/2026
3400,,RIVERSIDE DR,BS2601411,ELECTRICAL,3/5/2026
904,N,FREDERIC ST,BS2602093,SINGLE-FAMILY ADDITION / ALTERATION,3/5/2026
937,,CORNELL DR,BS2406221,ACCESSORY DWELLING UNIT,3/5/2026
536,,HAMPTON RD,BS2602059,SINGLE-FAMILY REPAIR / MAINTENANCE,3/4/2026
1209 1/3,N,GLENOAKS BLVD,BS2602061,ELECTRICAL SERVICE,3/4/2026
3800,W,ALAMEDA AVE,BS2510476,ELECTRICAL,3/4/2026
342,E,PROVIDENCIA AVE,BS2602049,MULTI-FAMILY REPAIR AND MAINTENANCE,3/4/2026
336,E,PROVIDENCIA AVE,BS2602046,MULTI-FAMILY REPAIR AND MAINTENANCE,3/4/2026
3325,N,GLENOAKS BLVD,BS2508967,PLUMBING,3/4/2026
1924,,HILTON DR,BS2602029,SINGLE-FAMILY REPAIR / MAINTENANCE,3/4/2026
3300,W,OLIVE AVE,BS2510904,PLUMBING,3/4/2026
3300,W,OLIVE AVE,BS2510909,PLUMBING,3/4/2026
1000,N,KENNETH RD,BS2602027,ELECTRICAL SERVICE,3/4/2026
3036,,SCOTT RD,BS2306610,SINGLE-FAMILY ADDITION / ALTERATION,3/4/2026
2777,N,ONTARIO ST,BS2510588,COMMERCIAL TENANT IMPROVEMENT,3/4/2026
314,S,ROSE ST,BS2602031,SINGLE-FAMILY REPAIR / MAINTENANCE,3/4/2026
615,S,MARIPOSA ST,BS2602044,SINGLE-FAMILY REPAIR / MAINTENANCE,3/4/2026
719,,JAMESTOWN RD,BS2512161,POOL/SPA,3/3/2026
324,N,NIAGARA ST,BS2601999,SINGLE-FAMILY REPAIR / MAINTENANCE,3/3/2026
207,W,ASH AVE,BS2601992,POOL/SPA,3/3/2026
623,N,PASS AVE,BS2601991,ELECTRICAL,3/3/2026
623,N,PASS AVE,BS2601989,ELECTRICAL SERVICE,3/3/2026
926,,EVERGREEN ST,BS2601982,MECHANICAL,3/3/2026
617,N,SCREENLAND DR,BS2601977,SINGLE-FAMILY REPAIR / MAINTENANCE,3/3/2026
1429,,BROADWAY,BS2512415,ACCESSORY DWELLING UNIT,3/3/2026
1021,N,VICTORY PL,BS2602004,COMMERCIAL REPAIR AND MAINTENANCE,3/3/2026
1115,N,ORCHARD DR,BS2602001,SINGLE-FAMILY REPAIR / MAINTENANCE,3/3/2026
2906,,OLNEY PL,BS2407822,SINGLE-FAMILY ACCESSORY BUILDING,3/3/2026
1785,N,VICTORY PL,BS2600227,SIGN,3/3/2026
3300,W,OLIVE AVE,BS2510906,COMMERCIAL TENANT IMPROVEMENT,3/3/2026
3300,W,OLIVE AVE,BS2510901,COMMERCIAL TENANT IMPROVEMENT,3/3/2026
3300,W,OLIVE AVE,BS2510905,COMMERCIAL TENANT IMPROVEMENT,3/3/2026
420,S,FAIRVIEW ST,BS2601988,SINGLE-FAMILY ADDITION / ALTERATION,3/3/2026
420,S,FAIRVIEW ST,BS2601990,DEMOLITION,3/3/2026
849,,BETHANY RD,BS2600455,SINGLE-FAMILY ADDITION / ALTERATION,3/3/2026
3301,N,SAN FERNANDO BLVD,BS2601895,COMMERCIAL REPAIR AND MAINTENANCE,3/2/2026
718,E,MAGNOLIA BLVD,BS2508141,MULTI-FAMILY REPAIR AND MAINTENANCE,3/2/2026
620,E,MAGNOLIA BLVD,BS2509267,MULTI-FAMILY REPAIR AND MAINTENANCE,3/2/2026
2335,N,NAOMI ST,BS2601956,SINGLE-FAMILY REPAIR / MAINTENANCE,3/2/2026
1220,E,PROVIDENCIA AVE,BS2601955,SINGLE-FAMILY REPAIR / MAINTENANCE,3/2/2026
717,N,VALLEY ST,BS2510933,SINGLE-FAMILY ADDITION / ALTERATION,3/2/2026
731,E,MAGNOLIA BLVD,BS2601952,MULTI-FAMILY REPAIR AND MAINTENANCE,3/2/2026
1005,N,NIAGARA ST,BS2601947,ELECTRICAL SERVICE,3/2/2026
2549,N,KEYSTONE ST,BS2601937,ELECTRICAL SERVICE,3/2/2026
405,N,BRIGHTON ST,BS2601932,SINGLE-FAMILY REPAIR / MAINTENANCE,3/2/2026
621,E,OLIVE AVE,BS2601945,MULTI-FAMILY REPAIR AND MAINTENANCE,3/2/2026
532,E,VERDUGO AVE,BS2601946,MULTI-FAMILY REPAIR AND MAINTENANCE,3/2/2026
1310,,CLYBOURN AVE,BS2601943,SINGLE-FAMILY REPAIR / MAINTENANCE,3/2/2026
1110,N,CATALINA ST,BS2601940,SINGLE-FAMILY REPAIR / MAINTENANCE,3/2/2026
152,E,PALM AVE,BS2509968,SIGN,3/2/2026
329,,VICTORY CT,BS2601929,SOLAR,3/2/2026
329,,VICTORY CT,BS2601930,SOLAR,3/2/2026
650,N,KENWOOD ST,BS2601901,SINGLE-FAMILY REPAIR / MAINTENANCE,2/27/2026
2613,,WYOMING AVE,BS2601896,MULTI-FAMILY REPAIR AND MAINTENANCE,2/27/2026
828,E,MAGNOLIA BLVD,BS2507156,NEW SINGLE-FAMILY DWELLING,2/27/2026
731,N,LIMA ST,BS2601885,SINGLE-FAMILY REPAIR / MAINTENANCE,2/27/2026
2419,N,LAMER ST,BS2601884,PLUMBING,2/27/2026
812,N,REESE PL,BS2300694,ACCESSORY DWELLING UNIT,2/27/2026
1601,,PEPPER ST,BS2502473,ACCESSORY DWELLING UNIT,2/27/2026
2018,,JOLLEY DR,BS2601875,SINGLE-FAMILY REPAIR / MAINTENANCE,2/27/2026
939,N,CATALINA ST,BS2601873,SINGLE-FAMILY REPAIR / MAINTENANCE,2/27/2026
308,N,LIMA ST,BS2511176,ACCESSORY DWELLING UNIT,2/27/2026
231,W,OLIVE AVE,BS2601900,ELECTRICAL,2/27/2026
3813,,RIVERSIDE DR,BS2503308,ELECTRICAL,2/27/2026
3813,,RIVERSIDE DR,BS2503306,COMMERCIAL REPAIR AND MAINTENANCE,2/27/2026
3813,,RIVERSIDE DR,BS2503307,MECHANICAL,2/27/2026
3800,W,ALAMEDA AVE,BS2503311,MECHANICAL,2/27/2026
3800,W,ALAMEDA AVE,BS2503312,ELECTRICAL,2/27/2026
3800,W,ALAMEDA AVE,BS2503310,COMMERCIAL REPAIR AND MAINTENANCE,2/27/2026
2244,N,BUENA VISTA ST,BS2502889,DEMOLITION,2/26/2026
2244,N,BUENA VISTA ST,BS2502890,COMMERCIAL TENANT IMPROVEMENT,2/26/2026
250,S,GRIFFITH PARK DR,BS2601847,SINGLE-FAMILY ADDITION / ALTERATION,2/26/2026
903,N,FLORENCE ST,BS2601845,ELECTRICAL,2/26/2026
1920,N,NIAGARA ST,BS2601844,ELECTRICAL SERVICE,2/26/2026
903,E,TUJUNGA AVE,BS2601837,SINGLE-FAMILY ADDITION / ALTERATION,2/26/2026
325,N,FIRST ST,BS2601840,ELECTRICAL,2/26/2026
744,,STEPHEN RD,BS2601834,SINGLE-FAMILY REPAIR / MAINTENANCE,2/26/2026
3300,W,OLIVE AVE,BS2510903,ELECTRICAL,2/26/2026
3300,W,OLIVE AVE,BS2510908,ELECTRICAL,2/26/2026
1600,,TULARE AVE,BS2601818,SINGLE-FAMILY REPAIR / MAINTENANCE,2/26/2026
375,N,FIRST ST,BS2600590,SIGN,2/26/2026
2421,W,VICTORY BLVD,BS2601715,SIGN,2/26/2026
344,N,AVON ST,BS2511302,SINGLE-FAMILY ADDITION / ALTERATION,2/26/2026
712,N,AVON ST,BS2601824,SINGLE-FAMILY REPAIR / MAINTENANCE,2/26/2026
701,,EVERGREEN ST,BS2601499,MECHANICAL,2/26/2026
1428,N,FREDERIC ST,BS2601842,SINGLE-FAMILY REPAIR / MAINTENANCE,2/26/2026
2244,N,BUENA VISTA ST,BS2502918,ELECTRICAL,2/26/2026
2244,N,BUENA VISTA ST,BS2502917,PLUMBING,2/26/2026
2244,N,BUENA VISTA ST,BS2502920,MECHANICAL,2/26/2026
1049,E,ORANGE GROVE AVE,BS2601812,SOLAR,2/25/2026
312,N,BEACHWOOD DR,BS2601779,ELECTRICAL SERVICE,2/25/2026
